pair_id,tau_null_mean,tau_null_sd,t_null_mean,t_null_sd,T_max_null_q95,T_max_null_q99
animal_rescue > community_clinic,-5.555555555555507e-4,0.16625686265941542,0.03129949580936293,1.0485212731640638,3.0408711483750674,3.558740709051848
animal_rescue > food_pantry,-7.361111111111087e-4,0.160073571438377,0.03652150317404753,1.0480774062463833,3.0408711483750674,3.558740709051848
animal_rescue > urban_tree,-0.001513888888888882,0.1887114057192594,-0.018401398935917905,1.081843819561954,3.0408711483750674,3.558740709051848
community_clinic > food_pantry,-0.002236111111111114,0.18987831613346207,-0.012868729070233445,1.0807811320035374,3.0408711483750674,3.558740709051848
community_clinic > urban_tree,-1.3888888888888797e-4,0.17858779960808874,-0.02623575971267145,1.0718492414028773,3.0408711483750674,3.558740709051848
food_pantry > urban_tree,-9.72222222222235e-5,0.1681717987904498,-0.036648774181750346,1.063180058134331,3.0408711483750674,3.558740709051848
