estimator,rms,rms_pp,wald_W,wald_rank,wald_chisq_p,perm_T_max,perm_T_max_p,perm_T_ss,perm_T_ss_p,B,seed,alpha,n_control,n_treated,n_pairs
did,0.09189916852684754,9.189916852684753,15.081770179693049,6,0.01963017291585121,1.9308541921380071,0.10638936106389361,10.94013163719143,0.0872912708729127,10000,20260510,0.05,30,32,6
