control_dgp,tau_shape,n_per_arm,lambda,rank,crit_wald,power_wald,crit_tmax,power_tmax,power_rw_any
uniform_K4,diffuse_PL,3050,19.764033636759915,6,12.591587243743978,0.9372936792703396,2.608359135436855,0.9442,0.9438
uniform_K4,diffuse_PL,3100,20.088034188182224,6,12.591587243743978,0.9413306175525616,2.608359135436855,0.9506,0.9456
uniform_K4,diffuse_PL,3150,20.41203473960451,6,12.591587243743978,0.9451339276304753,2.608359135436855,0.9526,0.9578
uniform_K4,diffuse_PL,3200,20.736035291026802,6,12.591587243743978,0.9487148712330231,2.608359135436855,0.95955,0.9548
uniform_K4,diffuse_PL,3250,21.060035842449107,6,12.591587243743978,0.9520843651940584,2.608359135436855,0.9591,0.9574
uniform_K4,diffuse_PL,3300,21.38403639387138,6,12.591587243743978,0.9552529730456775,2.608359135436855,0.96125,0.962
uniform_K4,diffuse_PL,3350,21.708036945293664,6,12.591587243743978,0.9582308990745998,2.608359135436855,0.9633,0.9634
uniform_K4,diffuse_PL,3400,22.032037496715972,6,12.591587243743978,0.9610279846117634,2.608359135436855,0.967,0.964
uniform_K4,diffuse_PL,3450,22.356038048138252,6,12.591587243743978,0.9636537063371124,2.608359135436855,0.96955,0.9612
uniform_K4,diffuse_PL,3500,22.68003859956057,6,12.591587243743978,0.9661171763935175,2.608359135436855,0.97105,0.9728
uniform_K4,diffuse_PL,3550,23.004039150982845,6,12.591587243743978,0.9684271441157912,2.608359135436855,0.97265,0.9712
uniform_K4,diffuse_PL,3600,23.328039702405146,6,12.591587243743978,0.9705919991927421,2.608359135436855,0.97545,0.9738
uniform_K4,diffuse_PL,3650,23.652040253827455,6,12.591587243743978,0.9726197760920224,2.608359135436855,0.9768,0.9778
uniform_K4,diffuse_PL,3700,23.97604080524974,6,12.591587243743978,0.974518159589148,2.608359135436855,0.97815,0.9782
uniform_K4,diffuse_PL,3750,24.30004135667203,6,12.591587243743978,0.9762944912533744,2.608359135436855,0.98045,0.9812
uniform_K4,diffuse_PL,3800,24.624041908094323,6,12.591587243743978,0.9779557767541013,2.608359135436855,0.98165,0.9786
uniform_K4,diffuse_PL,3850,24.948042459516614,6,12.591587243743978,0.979508693862078,2.608359135436855,0.9816,0.9846
uniform_K4,diffuse_PL,3900,25.27204301093892,6,12.591587243743978,0.980959601029862,2.608359135436855,0.9845,0.9822
uniform_K4,diffuse_PL,3950,25.596043562361203,6,12.591587243743978,0.9823145464457298,2.608359135436855,0.9864,0.9832
uniform_K4,diffuse_PL,4000,25.9200441137835,6,12.591587243743978,0.9835792774645179,2.608359135436855,0.9866,0.984
uniform_K4,pilot_proportional,100,0.9342752797957974,6,12.591587243743978,0.09039417592378707,2.58737039484497,0.0899,0.0902
uniform_K4,pilot_proportional,150,1.401412919693697,6,12.591587243743978,0.1137219738334665,2.58737039484497,0.1086,0.1104
uniform_K4,pilot_proportional,200,1.8685505595915948,6,12.591587243743978,0.13884907532629331,2.58737039484497,0.1311,0.135
uniform_K4,pilot_proportional,250,2.3356881994894922,6,12.591587243743978,0.16554319194086142,2.58737039484497,0.1547,0.1598
uniform_K4,pilot_proportional,300,2.802825839387394,6,12.591587243743978,0.1935659634118132,2.58737039484497,0.1769,0.1738
uniform_K4,pilot_proportional,350,3.269963479285292,6,12.591587243743978,0.22267801635848772,2.58737039484497,0.1983,0.2006
uniform_K4,pilot_proportional,400,3.7371011191831895,6,12.591587243743978,0.2526433121486571,2.58737039484497,0.2261,0.2254
uniform_K4,pilot_proportional,450,4.204238759081091,6,12.591587243743978,0.28323280087543556,2.58737039484497,0.2522,0.2512
uniform_K4,pilot_proportional,500,4.6713763989789845,6,12.591587243743978,0.3142274130972271,2.58737039484497,0.2749,0.2768
uniform_K4,pilot_proportional,550,5.138514038876889,6,12.591587243743978,0.3454204317917343,2.58737039484497,0.30545,0.2986
uniform_K4,pilot_proportional,600,5.605651678774788,6,12.591587243743978,0.37661929441757,2.58737039484497,0.33285,0.3214
uniform_K4,pilot_proportional,650,6.072789318672682,6,12.591587243743978,0.4076468795850452,2.58737039484497,0.35305,0.3484
uniform_K4,pilot_proportional,700,6.539926958570584,6,12.591587243743978,0.43834233509808496,2.58737039484497,0.38445,0.3902
uniform_K4,pilot_proportional,750,7.0070645984684825,6,12.591587243743978,0.4685615044857221,2.58737039484497,0.40925,0.3976
uniform_K4,pilot_proportional,800,7.474202238366379,6,12.591587243743978,0.49817700799181086,2.58737039484497,0.42415,0.4326
uniform_K4,pilot_proportional,850,7.941339878264283,6,12.591587243743978,0.5270780316859226,2.58737039484497,0.45335,0.4436
uniform_K4,pilot_proportional,900,8.408477518162181,6,12.591587243743978,0.555169875201093,2.58737039484497,0.4805,0.4828
uniform_K4,pilot_proportional,950,8.87561515806008,6,12.591587243743978,0.582373304855134,2.58737039484497,0.5112,0.5016
uniform_K4,pilot_proportional,1000,9.342752797957969,6,12.591587243743978,0.6086237547900517,2.58737039484497,0.5281,0.5398
uniform_K4,pilot_proportional,1050,9.809890437855879,6,12.591587243743978,0.6338704144493392,2.58737039484497,0.5559,0.5448
uniform_K4,pilot_proportional,1100,10.277028077753778,6,12.591587243743978,0.6580752363515634,2.58737039484497,0.5734,0.5784
uniform_K4,pilot_proportional,1150,10.74416571765167,6,12.591587243743978,0.6812118938265178,2.58737039484497,0.59495,0.592
uniform_K4,pilot_proportional,1200,11.211303357549577,6,12.591587243743978,0.7032647142459816,2.58737039484497,0.61555,0.6154
uniform_K4,pilot_proportional,1250,11.678440997447476,6,12.591587243743978,0.7242276093707685,2.58737039484497,0.6389,0.6278
uniform_K4,pilot_proportional,1300,12.145578637345364,6,12.591587243743978,0.7441030207952998,2.58737039484497,0.65625,0.663
uniform_K4,pilot_proportional,1350,12.612716277243267,6,12.591587243743978,0.7629008951300513,2.58737039484497,0.67395,0.669
uniform_K4,pilot_proportional,1400,13.079853917141168,6,12.591587243743978,0.7806377005370229,2.58737039484497,0.69555,0.7076
uniform_K4,pilot_proportional,1450,13.546991557039075,6,12.591587243743978,0.7973354935289331,2.58737039484497,0.71045,0.712
uniform_K4,pilot_proportional,1500,14.014129196936965,6,12.591587243743978,0.8130210425554869,2.58737039484497,0.72895,0.7368
uniform_K4,pilot_proportional,1550,14.481266836834873,6,12.591587243743978,0.8277250128195677,2.58737039484497,0.7459,0.7478
uniform_K4,pilot_proportional,1600,14.948404476732758,6,12.591587243743978,0.8414812149771975,2.58737039484497,0.7626,0.7604
uniform_K4,pilot_proportional,1650,15.415542116630672,6,12.591587243743978,0.854325918858834,2.58737039484497,0.77515,0.7764
uniform_K4,pilot_proportional,1700,15.882679756528566,6,12.591587243743978,0.866297232084822,2.58737039484497,0.78965,0.7978
uniform_K4,pilot_proportional,1750,16.34981739642646,6,12.591587243743978,0.8774345424122626,2.58737039484497,0.80595,0.806
uniform_K4,pilot_proportional,1800,16.816955036324362,6,12.591587243743978,0.8877780218211622,2.58737039484497,0.8158,0.8096
uniform_K4,pilot_proportional,1850,17.284092676222265,6,12.591587243743978,0.8973681897018119,2.58737039484497,0.8253,0.828
uniform_K4,pilot_proportional,1900,17.75123031612016,6,12.591587243743978,0.9062455320207137,2.58737039484497,0.8403,0.838
uniform_K4,pilot_proportional,1950,18.218367956018056,6,12.591587243743978,0.9144501729979474,2.58737039484497,0.8503,0.8454
uniform_K4,pilot_proportional,2000,18.685505595915938,6,12.591587243743978,0.9220215956048012,2.58737039484497,0.85925,0.8586
uniform_K4,pilot_proportional,2050,19.152643235813866,6,12.591587243743978,0.9289984070684222,2.58737039484497,0.87415,0.871
uniform_K4,pilot_proportional,2100,19.619780875711758,6,12.591587243743978,0.9354181455333106,2.58737039484497,0.87775,0.8756
uniform_K4,pilot_proportional,2150,20.08691851560965,6,12.591587243743978,0.941317124062552,2.58737039484497,0.8863,0.8796
uniform_K4,pilot_proportional,2200,20.554056155507556,6,12.591587243743978,0.9467303082510174,2.58737039484497,0.8964,0.8952
uniform_K4,pilot_proportional,2250,21.021193795405452,6,12.591587243743978,0.9516912238564418,2.58737039484497,0.90095,0.8954
uniform_K4,pilot_proportional,2300,21.48833143530334,6,12.591587243743978,0.9562318910216477,2.58737039484497,0.90675,0.9166
uniform_K4,pilot_proportional,2350,21.955469075201258,6,12.591587243743978,0.9603827818531148,2.58737039484497,0.91765,0.9106
uniform_K4,pilot_proportional,2400,22.422606715099153,6,12.591587243743978,0.9641727983297573,2.58737039484497,0.91795,0.9192
uniform_K4,pilot_proportional,2450,22.88974435499704,6,12.591587243743978,0.9676292677345234,2.58737039484497,0.92665,0.9326
uniform_K4,pilot_proportional,2500,23.35688199489495,6,12.591587243743978,0.9707779530247186,2.58737039484497,0.93545,0.941
uniform_K4,pilot_proportional,2550,23.824019634792847,6,12.591587243743978,0.9736430757802462,2.58737039484497,0.9383,0.936
uniform_K4,pilot_proportional,2600,24.29115727469073,6,12.591587243743978,0.976247349588555,2.58737039484497,0.94345,0.9436
uniform_K4,pilot_proportional,2650,24.75829491458865,6,12.591587243743978,0.9786120219380685,2.58737039484497,0.9479,0.9478
uniform_K4,pilot_proportional,2700,25.225432554486535,6,12.591587243743978,0.9807569228960344,2.58737039484497,0.95235,0.9552
uniform_K4,pilot_proportional,2750,25.69257019438443,6,12.591587243743978,0.9827005190403991,2.58737039484497,0.95395,0.9604
uniform_K4,pilot_proportional,2800,26.159707834282337,6,12.591587243743978,0.9844599712973228,2.58737039484497,0.9619,0.9594
uniform_K4,pilot_proportional,2850,26.62684547418025,6,12.591587243743978,0.9860511955056006,2.58737039484497,0.9591,0.9616
uniform_K4,pilot_proportional,2900,27.09398311407815,6,12.591587243743978,0.9874889246861105,2.58737039484497,0.96505,0.9668
uniform_K4,pilot_proportional,2950,27.561120753976034,6,12.591587243743978,0.9887867721384197,2.58737039484497,0.9699,0.9668
uniform_K4,pilot_proportional,3000,28.02825839387393,6,12.591587243743978,0.9899572946179532,2.58737039484497,0.9703,0.9678
uniform_K4,pilot_proportional,3050,28.495396033771836,6,12.591587243743978,0.9910120549659881,2.58737039484497,0.9723,0.9684
uniform_K4,pilot_proportional,3100,28.962533673669746,6,12.591587243743978,0.9919616836716669,2.58737039484497,0.9757,0.973
uniform_K4,pilot_proportional,3150,29.429671313567635,6,12.591587243743978,0.9928159389407606,2.58737039484497,0.9778,0.98
uniform_K4,pilot_proportional,3200,29.896808953465516,6,12.591587243743978,0.9935837649307379,2.58737039484497,0.9783,0.9796
uniform_K4,pilot_proportional,3250,30.363946593363423,6,12.591587243743978,0.994273347886478,2.58737039484497,0.9823,0.9806
uniform_K4,pilot_proportional,3300,30.831084233261343,6,12.591587243743978,0.9948921699764479,2.58737039484497,0.98265,0.9826
uniform_K4,pilot_proportional,3350,31.298221873159232,6,12.591587243743978,0.9954470606860656,2.58737039484497,0.984,0.9814
uniform_K4,pilot_proportional,3400,31.76535951305713,6,12.591587243743978,0.9959442456740364,2.58737039484497,0.985,0.9834
uniform_K4,pilot_proportional,3450,32.23249715295503,6,12.591587243743978,0.9963893930393776,2.58737039484497,0.98695,0.985
uniform_K4,pilot_proportional,3500,32.69963479285292,6,12.591587243743978,0.9967876569823434,2.58737039484497,0.9878,0.9878
uniform_K4,pilot_proportional,3550,33.16677243275081,6,12.591587243743978,0.9971437188721743,2.58737039484497,0.9893,0.986
uniform_K4,pilot_proportional,3600,33.633910072648725,6,12.591587243743978,0.9974618257591531,2.58737039484497,0.98965,0.9902
uniform_K4,pilot_proportional,3650,34.10104771254663,6,12.591587243743978,0.9977458263884337,2.58737039484497,0.99155,0.9924
uniform_K4,pilot_proportional,3700,34.56818535244453,6,12.591587243743978,0.9979992047890688,2.58737039484497,0.99095,0.9902
uniform_K4,pilot_proportional,3750,35.035322992342415,6,12.591587243743978,0.9982251115240879,2.58737039484497,0.9929,0.9922
uniform_K4,pilot_proportional,3800,35.50246063224032,6,12.591587243743978,0.9984263926968431,2.58737039484497,0.99355,0.9934
uniform_K4,pilot_proportional,3850,35.96959827213822,6,12.591587243743978,0.9986056168155558,2.58737039484497,0.99395,0.993
uniform_K4,pilot_proportional,3900,36.43673591203611,6,12.591587243743978,0.9987650996224424,2.58737039484497,0.9945,0.995
uniform_K4,pilot_proportional,3950,36.90387355193401,6,12.591587243743978,0.9989069269963248,2.58737039484497,0.9944,0.9952
uniform_K4,pilot_proportional,4000,37.371011191831876,6,12.591587243743978,0.999032976038528,2.58737039484497,0.99495,0.9962
