control_dgp,tau_shape,n_per_arm,lambda,rank,crit_wald,power_wald,crit_tmax,power_tmax,power_rw_any
uniform_K4,diffuse_PL,1650,10.69201819693569,6,12.591587243743978,0.6786826432100241,2.608359135436855,0.7236,0.7114
uniform_K4,diffuse_PL,1700,11.016018748357986,6,12.591587243743978,0.6941780761166954,2.608359135436855,0.7315,0.722
uniform_K4,diffuse_PL,1750,11.340019299780286,6,12.591587243743978,0.7091496963321553,2.608359135436855,0.747,0.7396
uniform_K4,diffuse_PL,1800,11.664019851202573,6,12.591587243743978,0.7235967579335385,2.608359135436855,0.7547,0.7466
uniform_K4,diffuse_PL,1850,11.98802040262487,6,12.591587243743978,0.7375204221490016,2.608359135436855,0.77065,0.7548
uniform_K4,diffuse_PL,1900,12.312020954047162,6,12.591587243743978,0.7509235933898182,2.608359135436855,0.78295,0.7722
uniform_K4,diffuse_PL,1950,12.63602150546946,6,12.591587243743978,0.7638107598901973,2.608359135436855,0.79205,0.794
uniform_K4,diffuse_PL,2000,12.96002205689175,6,12.591587243743978,0.7761878396757205,2.608359135436855,0.8061,0.794
uniform_K4,diffuse_PL,2050,13.284022608314055,6,12.591587243743978,0.7880620324478383,2.608359135436855,0.81615,0.8082
uniform_K4,diffuse_PL,2100,13.608023159736337,6,12.591587243743978,0.7994416778500519,2.608359135436855,0.82775,0.8176
uniform_K4,diffuse_PL,2150,13.932023711158628,6,12.591587243743978,0.8103361204709497,2.608359135436855,0.8346,0.8382
uniform_K4,diffuse_PL,2200,14.256024262580928,6,12.591587243743978,0.8207555818396771,2.608359135436855,0.843,0.8508
uniform_K4,diffuse_PL,2250,14.580024814003218,6,12.591587243743978,0.8307110395803474,2.608359135436855,0.8522,0.8538
uniform_K4,diffuse_PL,2300,14.904025365425507,6,12.591587243743978,0.840214113812694,2.608359135436855,0.86255,0.851
uniform_K4,diffuse_PL,2350,15.228025916847812,6,12.591587243743978,0.8492769608164653,2.608359135436855,0.87125,0.8678
uniform_K4,diffuse_PL,2400,15.552026468270098,6,12.591587243743978,0.8579121739160522,2.608359135436855,0.8754,0.8722
uniform_K4,diffuse_PL,2450,15.876027019692396,6,12.591587243743978,0.8661326914890246,2.608359135436855,0.8853,0.8778
uniform_K4,diffuse_PL,2500,16.20002757111469,6,12.591587243743978,0.8739517119570468,2.608359135436855,0.8934,0.8896
uniform_K4,diffuse_PL,2550,16.524028122536976,6,12.591587243743978,0.8813826155794692,2.608359135436855,0.8995,0.8902
uniform_K4,diffuse_PL,2600,16.848028673959277,6,12.591587243743978,0.8884388928381365,2.608359135436855,0.90505,0.8984
uniform_K4,diffuse_PL,2650,17.17202922538157,6,12.591587243743978,0.8951340791760842,2.608359135436855,0.9142,0.9102
uniform_K4,diffuse_PL,2700,17.496029776803862,6,12.591587243743978,0.9014816958322522,2.608359135436855,0.91435,0.9122
uniform_K4,diffuse_PL,2750,17.82003032822616,6,12.591587243743978,0.9074951964985949,2.608359135436855,0.9202,0.9186
uniform_K4,diffuse_PL,2800,18.144030879648454,6,12.591587243743978,0.9131879195145326,2.608359135436855,0.92585,0.9192
uniform_K4,diffuse_PL,2850,18.468031431070745,6,12.591587243743978,0.918573045306088,2.608359135436855,0.92955,0.9298
uniform_K4,diffuse_PL,2900,18.79203198249305,6,12.591587243743978,0.9236635587728346,2.608359135436855,0.9382,0.935
uniform_K4,diffuse_PL,2950,19.116032533915345,6,12.591587243743978,0.9284722163245467,2.608359135436855,0.93815,0.9382
uniform_K4,diffuse_PL,3000,19.44003308533762,6,12.591587243743978,0.9330115172707987,2.608359135436855,0.93815,0.935
