user_id,changed_top_choice,embedding_cosine_similarity,embedding_shift_intensity
3c5387b0da49,False,0.5537062468258723,0.44629375317412767
9d9c3d6a7d9c,False,0.8108178628154625,0.18918213718453747
e384b04afce3,False,0.6173358443044664,0.3826641556955336
f80d4f54b108,False,0.5061314991688256,0.4938685008311744
61fecb490ab2,False,0.780986791846489,0.219013208153511
ad571f253120,True,0.5981167405464939,0.4018832594535061
15f012a0dc2c,False,0.6163354069041826,0.38366459309581735
b7252e46e281,True,0.5287823644174339,0.47121763558256613
679457c68ee8,False,0.7131512550588752,0.2868487449411248
116a3ebe9814,False,0.5195299006249188,0.4804700993750812
ec338cde8cdc,False,0.7501289398166887,0.2498710601833113
8d4b92f5ba5d,True,0.6851039054389537,0.3148960945610463
60d929ceffa5,False,0.7135812085075682,0.28641879149243177
84b4783bae78,False,0.49439868165530143,0.5056013183446986
455dbb067ce7,False,0.6510052850593088,0.34899471494069123
8948e22761d2,False,0.6496003564782143,0.35039964352178565
f302a80daf1f,False,0.4863249236631355,0.5136750763368645
ec4dc8138490,True,0.6660303223633064,0.3339696776366936
