n_control,n_treated,delta_control,delta_treated,did,did_pp,se_boot,ci_lower,ci_upper,p_two_sided
30,32,-0.0034482758620688614,0.008400537634408622,0.011848813496477484,1.1848813496477484,0.029365354170720028,-0.04637245473365469,0.06888527762328508,0.7178282171782822
