estimator,dbar_C_pre,dbar_C_post,dbar_T_pre,dbar_T_post,delta_C,delta_T,did,did_pp,se_did_hajek,ci_lower_hajek,ci_upper_hajek,se_did_boot,ci_lower_boot_pct,ci_upper_boot_pct,ci_lower_boot_basic,ci_upper_boot_basic,p_two_sided_RI,p_one_sided_lt_RI,p_one_sided_gt_RI,B_perm,B_boot,seed,alpha,n_control,n_treated,n_pairs
did,0.3130268199233716,0.3118773946360153,0.38844086021505375,0.3968413978494624,-0.0011494252873562871,0.008400537634408622,0.00954996292176491,0.954996292176491,0.08780247101757388,-0.16254288027267988,0.1816428061162097,0.030290674470426653,-0.05111201875540719,0.06821018338277095,-0.04911025753924113,0.07021194459893701,0.7712228777122287,0.6116388361163884,0.3885611438856114,10000,10000,20260510,0.05,30,32,6
