cell,shape_class,n_per_arm,delta,power
uniform_K4 / Δ=8pp,Direct Δ target,200,-0.08009054520000003,0.9999933026651368
uniform_K4 / Δ=8pp,Direct Δ target,250,-0.08009054520000003,0.9999998290627884
uniform_K4 / Δ=8pp,Direct Δ target,300,-0.08009054520000003,0.9999999960945144
uniform_K4 / Δ=8pp,Direct Δ target,350,-0.08009054520000003,0.9999999999181556
uniform_K4 / Δ=8pp,Direct Δ target,400,-0.08009054520000003,0.9999999999984006
uniform_K4 / Δ=8pp,Direct Δ target,450,-0.08009054520000003,0.9999999999999705
uniform_K4 / Δ=8pp,Direct Δ target,500,-0.08009054520000003,0.9999999999999994
uniform_K4 / Δ=8pp,Direct Δ target,550,-0.08009054520000003,1
uniform_K4 / Δ=8pp,Direct Δ target,600,-0.08009054520000003,1
uniform_K4 / Δ=8pp,Direct Δ target,650,-0.08009054520000003,1
uniform_K4 / Δ=8pp,Direct Δ target,700,-0.08009054520000003,1
uniform_K4 / Δ=8pp,Direct Δ target,750,-0.08009054520000003,1
uniform_K4 / Δ=8pp,Direct Δ target,800,-0.08009054520000003,1
uniform_K4 / Δ=8pp,Direct Δ target,850,-0.08009054520000003,1
uniform_K4 / Δ=8pp,Direct Δ target,900,-0.08009054520000003,1
uniform_K4 / Δ=8pp,Direct Δ target,950,-0.08009054520000003,1
uniform_K4 / Δ=8pp,Direct Δ target,1000,-0.08009054520000003,1
uniform_K4 / Δ=8pp,Direct Δ target,1050,-0.08009054520000003,1
uniform_K4 / Δ=8pp,Direct Δ target,1100,-0.08009054520000003,1
uniform_K4 / Δ=8pp,Direct Δ target,1150,-0.08009054520000003,1
uniform_K4 / Δ=8pp,Direct Δ target,1200,-0.08009054520000003,1
uniform_K4 / Δ=8pp,Direct Δ target,1250,-0.08009054520000003,1
uniform_K4 / Δ=8pp,Direct Δ target,1300,-0.08009054520000003,1
uniform_K4 / Δ=8pp,Direct Δ target,1350,-0.08009054520000003,1
uniform_K4 / Δ=8pp,Direct Δ target,1400,-0.08009054520000003,1
uniform_K4 / Δ=8pp,Direct Δ target,1450,-0.08009054520000003,1
uniform_K4 / Δ=8pp,Direct Δ target,1500,-0.08009054520000003,1
uniform_K4 / Δ=8pp,Direct Δ target,1550,-0.08009054520000003,1
uniform_K4 / Δ=8pp,Direct Δ target,1600,-0.08009054520000003,1
uniform_K4 / Δ=8pp,Direct Δ target,1650,-0.08009054520000003,1
uniform_K4 / Δ=8pp,Direct Δ target,1700,-0.08009054520000003,1
uniform_K4 / Δ=8pp,Direct Δ target,1750,-0.08009054520000003,1
uniform_K4 / Δ=8pp,Direct Δ target,1800,-0.08009054520000003,1
uniform_K4 / Δ=8pp,Direct Δ target,1850,-0.08009054520000003,1
uniform_K4 / Δ=8pp,Direct Δ target,1900,-0.08009054520000003,1
uniform_K4 / Δ=8pp,Direct Δ target,1950,-0.08009054520000003,1
uniform_K4 / Δ=8pp,Direct Δ target,2000,-0.08009054520000003,1
uniform_K4 / Δ=8pp,Direct Δ target,2050,-0.08009054520000003,1
uniform_K4 / Δ=8pp,Direct Δ target,2100,-0.08009054520000003,1
uniform_K4 / Δ=8pp,Direct Δ target,2150,-0.08009054520000003,1
uniform_K4 / Δ=8pp,Direct Δ target,2200,-0.08009054520000003,1
uniform_K4 / Δ=8pp,Direct Δ target,2250,-0.08009054520000003,1
uniform_K4 / Δ=8pp,Direct Δ target,2300,-0.08009054520000003,1
uniform_K4 / Δ=8pp,Direct Δ target,2350,-0.08009054520000003,1
uniform_K4 / Δ=8pp,Direct Δ target,2400,-0.08009054520000003,1
uniform_K4 / Δ=8pp,Direct Δ target,2450,-0.08009054520000003,1
uniform_K4 / Δ=8pp,Direct Δ target,2500,-0.08009054520000003,1
uniform_K4 / Δ=8pp,Direct Δ target,2550,-0.08009054520000003,1
uniform_K4 / Δ=8pp,Direct Δ target,2600,-0.08009054520000003,1
uniform_K4 / Δ=8pp,Direct Δ target,2650,-0.08009054520000003,1
uniform_K4 / Δ=8pp,Direct Δ target,2700,-0.08009054520000003,1
uniform_K4 / Δ=8pp,Direct Δ target,2750,-0.08009054520000003,1
uniform_K4 / Δ=8pp,Direct Δ target,2800,-0.08009054520000003,1
uniform_K4 / Δ=8pp,Direct Δ target,2850,-0.08009054520000003,1
uniform_K4 / Δ=8pp,Direct Δ target,2900,-0.08009054520000003,1
uniform_K4 / Δ=8pp,Direct Δ target,2950,-0.08009054520000003,1
uniform_K4 / Δ=8pp,Direct Δ target,3000,-0.08009054520000003,1
uniform_K4 / Δ=8pp,Direct Δ target,3050,-0.08009054520000003,1
uniform_K4 / Δ=8pp,Direct Δ target,3100,-0.08009054520000003,1
uniform_K4 / Δ=8pp,Direct Δ target,3150,-0.08009054520000003,1
uniform_K4 / Δ=8pp,Direct Δ target,3200,-0.08009054520000003,1
uniform_K4 / Δ=8pp,Direct Δ target,3250,-0.08009054520000003,1
uniform_K4 / Δ=8pp,Direct Δ target,3300,-0.08009054520000003,1
uniform_K4 / Δ=8pp,Direct Δ target,3350,-0.08009054520000003,1
uniform_K4 / Δ=8pp,Direct Δ target,3400,-0.08009054520000003,1
uniform_K4 / Δ=8pp,Direct Δ target,3450,-0.08009054520000003,1
uniform_K4 / Δ=8pp,Direct Δ target,3500,-0.08009054520000003,1
uniform_K4 / Δ=8pp,Direct Δ target,3550,-0.08009054520000003,1
uniform_K4 / Δ=8pp,Direct Δ target,3600,-0.08009054520000003,1
uniform_K4 / Δ=8pp,Direct Δ target,3650,-0.08009054520000003,1
uniform_K4 / Δ=8pp,Direct Δ target,3700,-0.08009054520000003,1
uniform_K4 / Δ=8pp,Direct Δ target,3750,-0.08009054520000003,1
uniform_K4 / Δ=8pp,Direct Δ target,3800,-0.08009054520000003,1
uniform_K4 / Δ=8pp,Direct Δ target,3850,-0.08009054520000003,1
uniform_K4 / Δ=8pp,Direct Δ target,3900,-0.08009054520000003,1
uniform_K4 / Δ=8pp,Direct Δ target,3950,-0.08009054520000003,1
uniform_K4 / Δ=8pp,Direct Δ target,4000,-0.08009054520000003,1
uniform_K4 / Δ=8pp,Direct Δ target,4050,-0.08009054520000003,1
uniform_K4 / Δ=8pp,Direct Δ target,4100,-0.08009054520000003,1
uniform_K4 / Δ=8pp,Direct Δ target,4150,-0.08009054520000003,1
uniform_K4 / Δ=8pp,Direct Δ target,4200,-0.08009054520000003,1
uniform_K4 / Δ=8pp,Direct Δ target,4250,-0.08009054520000003,1
uniform_K4 / Δ=8pp,Direct Δ target,4300,-0.08009054520000003,1
uniform_K4 / Δ=8pp,Direct Δ target,4350,-0.08009054520000003,1
uniform_K4 / Δ=8pp,Direct Δ target,4400,-0.08009054520000003,1
uniform_K4 / Δ=8pp,Direct Δ target,4450,-0.08009054520000003,1
uniform_K4 / Δ=8pp,Direct Δ target,4500,-0.08009054520000003,1
uniform_K4 / Δ=8pp,Direct Δ target,4550,-0.08009054520000003,1
uniform_K4 / Δ=8pp,Direct Δ target,4600,-0.08009054520000003,1
uniform_K4 / Δ=8pp,Direct Δ target,4650,-0.08009054520000003,1
uniform_K4 / Δ=8pp,Direct Δ target,4700,-0.08009054520000003,1
uniform_K4 / Δ=8pp,Direct Δ target,4750,-0.08009054520000003,1
uniform_K4 / Δ=8pp,Direct Δ target,4800,-0.08009054520000003,1
uniform_K4 / Δ=8pp,Direct Δ target,4850,-0.08009054520000003,1
uniform_K4 / Δ=8pp,Direct Δ target,4900,-0.08009054520000003,1
uniform_K4 / Δ=8pp,Direct Δ target,4950,-0.08009054520000003,1
uniform_K4 / Δ=8pp,Direct Δ target,5000,-0.08009054520000003,1
uniform_K4 / Δ=8pp,Direct Δ target,5050,-0.08009054520000003,1
uniform_K4 / Δ=8pp,Direct Δ target,5100,-0.08009054520000003,1
uniform_K4 / Δ=8pp,Direct Δ target,5150,-0.08009054520000003,1
uniform_K4 / Δ=8pp,Direct Δ target,5200,-0.08009054520000003,1
uniform_K4 / Δ=8pp,Direct Δ target,5250,-0.08009054520000003,1
uniform_K4 / Δ=8pp,Direct Δ target,5300,-0.08009054520000003,1
uniform_K4 / Δ=8pp,Direct Δ target,5350,-0.08009054520000003,1
uniform_K4 / Δ=8pp,Direct Δ target,5400,-0.08009054520000003,1
uniform_K4 / Δ=8pp,Direct Δ target,5450,-0.08009054520000003,1
uniform_K4 / Δ=8pp,Direct Δ target,5500,-0.08009054520000003,1
uniform_K4 / Δ=8pp,Direct Δ target,5550,-0.08009054520000003,1
uniform_K4 / Δ=8pp,Direct Δ target,5600,-0.08009054520000003,1
uniform_K4 / Δ=8pp,Direct Δ target,5650,-0.08009054520000003,1
uniform_K4 / Δ=8pp,Direct Δ target,5700,-0.08009054520000003,1
uniform_K4 / Δ=8pp,Direct Δ target,5750,-0.08009054520000003,1
uniform_K4 / Δ=8pp,Direct Δ target,5800,-0.08009054520000003,1
uniform_K4 / Δ=8pp,Direct Δ target,5850,-0.08009054520000003,1
uniform_K4 / Δ=8pp,Direct Δ target,5900,-0.08009054520000003,1
uniform_K4 / Δ=8pp,Direct Δ target,5950,-0.08009054520000003,1
uniform_K4 / Δ=8pp,Direct Δ target,6000,-0.08009054520000003,1
phase1_empirical / Δ=8pp,Direct Δ target,50,-0.0811567808,0.4698154888803287
phase1_empirical / Δ=8pp,Direct Δ target,100,-0.0811567808,0.759448914454378
phase1_empirical / Δ=8pp,Direct Δ target,150,-0.0811567808,0.9037733183256883
phase1_empirical / Δ=8pp,Direct Δ target,200,-0.0811567808,0.9647117232108025
phase1_empirical / Δ=8pp,Direct Δ target,250,-0.0811567808,0.9878692564758784
phase1_empirical / Δ=8pp,Direct Δ target,300,-0.0811567808,0.9960353577422555
phase1_empirical / Δ=8pp,Direct Δ target,350,-0.0811567808,0.9987561697266377
phase1_empirical / Δ=8pp,Direct Δ target,400,-0.0811567808,0.9996228118169572
phase1_empirical / Δ=8pp,Direct Δ target,450,-0.0811567808,0.9998888695887663
phase1_empirical / Δ=8pp,Direct Δ target,500,-0.0811567808,0.9999680619623487
phase1_empirical / Δ=8pp,Direct Δ target,550,-0.0811567808,0.9999910186121882
phase1_empirical / Δ=8pp,Direct Δ target,600,-0.0811567808,0.9999975223848077
phase1_empirical / Δ=8pp,Direct Δ target,650,-0.0811567808,0.999999328142278
phase1_empirical / Δ=8pp,Direct Δ target,700,-0.0811567808,0.9999998206006724
phase1_empirical / Δ=8pp,Direct Δ target,750,-0.0811567808,0.9999999527617535
phase1_empirical / Δ=8pp,Direct Δ target,800,-0.0811567808,0.9999999877190363
phase1_empirical / Δ=8pp,Direct Δ target,850,-0.0811567808,0.9999999968442819
phase1_empirical / Δ=8pp,Direct Δ target,900,-0.0811567808,0.9999999991977838
phase1_empirical / Δ=8pp,Direct Δ target,950,-0.0811567808,0.999999999798088
phase1_empirical / Δ=8pp,Direct Δ target,1000,-0.0811567808,0.9999999999496477
phase1_empirical / Δ=8pp,Direct Δ target,1050,-0.0811567808,0.999999999987551
phase1_empirical / Δ=8pp,Direct Δ target,1100,-0.0811567808,0.9999999999969468
phase1_empirical / Δ=8pp,Direct Δ target,1150,-0.0811567808,0.9999999999992568
phase1_empirical / Δ=8pp,Direct Δ target,1200,-0.0811567808,0.9999999999998204
phase1_empirical / Δ=8pp,Direct Δ target,1250,-0.0811567808,0.9999999999999569
phase1_empirical / Δ=8pp,Direct Δ target,1300,-0.0811567808,0.9999999999999897
phase1_empirical / Δ=8pp,Direct Δ target,1350,-0.0811567808,0.9999999999999976
phase1_empirical / Δ=8pp,Direct Δ target,1400,-0.0811567808,0.9999999999999994
phase1_empirical / Δ=8pp,Direct Δ target,1450,-0.0811567808,0.9999999999999999
phase1_empirical / Δ=8pp,Direct Δ target,1500,-0.0811567808,1
phase1_empirical / Δ=8pp,Direct Δ target,1550,-0.0811567808,1
phase1_empirical / Δ=8pp,Direct Δ target,1600,-0.0811567808,1
phase1_empirical / Δ=8pp,Direct Δ target,1650,-0.0811567808,1
phase1_empirical / Δ=8pp,Direct Δ target,1700,-0.0811567808,1
phase1_empirical / Δ=8pp,Direct Δ target,1750,-0.0811567808,1
phase1_empirical / Δ=8pp,Direct Δ target,1800,-0.0811567808,1
phase1_empirical / Δ=8pp,Direct Δ target,1850,-0.0811567808,1
phase1_empirical / Δ=8pp,Direct Δ target,1900,-0.0811567808,1
phase1_empirical / Δ=8pp,Direct Δ target,1950,-0.0811567808,1
phase1_empirical / Δ=8pp,Direct Δ target,2000,-0.0811567808,1
phase1_empirical / Δ=8pp,Direct Δ target,2050,-0.0811567808,1
phase1_empirical / Δ=8pp,Direct Δ target,2100,-0.0811567808,1
phase1_empirical / Δ=8pp,Direct Δ target,2150,-0.0811567808,1
phase1_empirical / Δ=8pp,Direct Δ target,2200,-0.0811567808,1
phase1_empirical / Δ=8pp,Direct Δ target,2250,-0.0811567808,1
phase1_empirical / Δ=8pp,Direct Δ target,2300,-0.0811567808,1
phase1_empirical / Δ=8pp,Direct Δ target,2350,-0.0811567808,1
phase1_empirical / Δ=8pp,Direct Δ target,2400,-0.0811567808,1
phase1_empirical / Δ=8pp,Direct Δ target,2450,-0.0811567808,1
phase1_empirical / Δ=8pp,Direct Δ target,2500,-0.0811567808,1
phase1_empirical / Δ=8pp,Direct Δ target,2550,-0.0811567808,1
phase1_empirical / Δ=8pp,Direct Δ target,2600,-0.0811567808,1
phase1_empirical / Δ=8pp,Direct Δ target,2650,-0.0811567808,1
phase1_empirical / Δ=8pp,Direct Δ target,2700,-0.0811567808,1
phase1_empirical / Δ=8pp,Direct Δ target,2750,-0.0811567808,1
phase1_empirical / Δ=8pp,Direct Δ target,2800,-0.0811567808,1
phase1_empirical / Δ=8pp,Direct Δ target,2850,-0.0811567808,1
phase1_empirical / Δ=8pp,Direct Δ target,2900,-0.0811567808,1
phase1_empirical / Δ=8pp,Direct Δ target,2950,-0.0811567808,1
phase1_empirical / Δ=8pp,Direct Δ target,3000,-0.0811567808,1
phase1_empirical / Δ=8pp,Direct Δ target,3050,-0.0811567808,1
phase1_empirical / Δ=8pp,Direct Δ target,3100,-0.0811567808,1
phase1_empirical / Δ=8pp,Direct Δ target,3150,-0.0811567808,1
phase1_empirical / Δ=8pp,Direct Δ target,3200,-0.0811567808,1
phase1_empirical / Δ=8pp,Direct Δ target,3250,-0.0811567808,1
phase1_empirical / Δ=8pp,Direct Δ target,3300,-0.0811567808,1
phase1_empirical / Δ=8pp,Direct Δ target,3350,-0.0811567808,1
phase1_empirical / Δ=8pp,Direct Δ target,3400,-0.0811567808,1
phase1_empirical / Δ=8pp,Direct Δ target,3450,-0.0811567808,1
phase1_empirical / Δ=8pp,Direct Δ target,3500,-0.0811567808,1
phase1_empirical / Δ=8pp,Direct Δ target,3550,-0.0811567808,1
phase1_empirical / Δ=8pp,Direct Δ target,3600,-0.0811567808,1
phase1_empirical / Δ=8pp,Direct Δ target,3650,-0.0811567808,1
phase1_empirical / Δ=8pp,Direct Δ target,3700,-0.0811567808,1
phase1_empirical / Δ=8pp,Direct Δ target,3750,-0.0811567808,1
phase1_empirical / Δ=8pp,Direct Δ target,3800,-0.0811567808,1
phase1_empirical / Δ=8pp,Direct Δ target,3850,-0.0811567808,1
phase1_empirical / Δ=8pp,Direct Δ target,3900,-0.0811567808,1
phase1_empirical / Δ=8pp,Direct Δ target,3950,-0.0811567808,1
phase1_empirical / Δ=8pp,Direct Δ target,4000,-0.0811567808,1
phase1_empirical / Δ=8pp,Direct Δ target,4050,-0.0811567808,1
phase1_empirical / Δ=8pp,Direct Δ target,4100,-0.0811567808,1
phase1_empirical / Δ=8pp,Direct Δ target,4150,-0.0811567808,1
phase1_empirical / Δ=8pp,Direct Δ target,4200,-0.0811567808,1
phase1_empirical / Δ=8pp,Direct Δ target,4250,-0.0811567808,1
phase1_empirical / Δ=8pp,Direct Δ target,4300,-0.0811567808,1
phase1_empirical / Δ=8pp,Direct Δ target,4350,-0.0811567808,1
phase1_empirical / Δ=8pp,Direct Δ target,4400,-0.0811567808,1
phase1_empirical / Δ=8pp,Direct Δ target,4450,-0.0811567808,1
phase1_empirical / Δ=8pp,Direct Δ target,4500,-0.0811567808,1
phase1_empirical / Δ=8pp,Direct Δ target,4550,-0.0811567808,1
phase1_empirical / Δ=8pp,Direct Δ target,4600,-0.0811567808,1
phase1_empirical / Δ=8pp,Direct Δ target,4650,-0.0811567808,1
phase1_empirical / Δ=8pp,Direct Δ target,4700,-0.0811567808,1
phase1_empirical / Δ=8pp,Direct Δ target,4750,-0.0811567808,1
phase1_empirical / Δ=8pp,Direct Δ target,4800,-0.0811567808,1
phase1_empirical / Δ=8pp,Direct Δ target,4850,-0.0811567808,1
phase1_empirical / Δ=8pp,Direct Δ target,4900,-0.0811567808,1
phase1_empirical / Δ=8pp,Direct Δ target,4950,-0.0811567808,1
phase1_empirical / Δ=8pp,Direct Δ target,5000,-0.0811567808,1
phase1_empirical / Δ=8pp,Direct Δ target,5050,-0.0811567808,1
phase1_empirical / Δ=8pp,Direct Δ target,5100,-0.0811567808,1
phase1_empirical / Δ=8pp,Direct Δ target,5150,-0.0811567808,1
phase1_empirical / Δ=8pp,Direct Δ target,5200,-0.0811567808,1
phase1_empirical / Δ=8pp,Direct Δ target,5250,-0.0811567808,1
phase1_empirical / Δ=8pp,Direct Δ target,5300,-0.0811567808,1
phase1_empirical / Δ=8pp,Direct Δ target,5350,-0.0811567808,1
phase1_empirical / Δ=8pp,Direct Δ target,5400,-0.0811567808,1
phase1_empirical / Δ=8pp,Direct Δ target,5450,-0.0811567808,1
phase1_empirical / Δ=8pp,Direct Δ target,5500,-0.0811567808,1
phase1_empirical / Δ=8pp,Direct Δ target,5550,-0.0811567808,1
phase1_empirical / Δ=8pp,Direct Δ target,5600,-0.0811567808,1
phase1_empirical / Δ=8pp,Direct Δ target,5650,-0.0811567808,1
phase1_empirical / Δ=8pp,Direct Δ target,5700,-0.0811567808,1
phase1_empirical / Δ=8pp,Direct Δ target,5750,-0.0811567808,1
phase1_empirical / Δ=8pp,Direct Δ target,5800,-0.0811567808,1
phase1_empirical / Δ=8pp,Direct Δ target,5850,-0.0811567808,1
phase1_empirical / Δ=8pp,Direct Δ target,5900,-0.0811567808,1
phase1_empirical / Δ=8pp,Direct Δ target,5950,-0.0811567808,1
phase1_empirical / Δ=8pp,Direct Δ target,6000,-0.0811567808,1
uniform_K4 / Δ=10pp,Direct Δ target,50,-0.09979665560000006,0.9586935133846182
uniform_K4 / Δ=10pp,Direct Δ target,100,-0.09979665560000006,0.999455619721549
uniform_K4 / Δ=10pp,Direct Δ target,150,-0.09979665560000006,0.9999955260727146
uniform_K4 / Δ=10pp,Direct Δ target,200,-0.09979665560000006,0.999999972044451
uniform_K4 / Δ=10pp,Direct Δ target,250,-0.09979665560000006,0.999999999854821
uniform_K4 / Δ=10pp,Direct Δ target,300,-0.09979665560000006,0.9999999999993419
uniform_K4 / Δ=10pp,Direct Δ target,350,-0.09979665560000006,0.9999999999999973
uniform_K4 / Δ=10pp,Direct Δ target,400,-0.09979665560000006,1
uniform_K4 / Δ=10pp,Direct Δ target,450,-0.09979665560000006,1
uniform_K4 / Δ=10pp,Direct Δ target,500,-0.09979665560000006,1
uniform_K4 / Δ=10pp,Direct Δ target,550,-0.09979665560000006,1
uniform_K4 / Δ=10pp,Direct Δ target,600,-0.09979665560000006,1
uniform_K4 / Δ=10pp,Direct Δ target,650,-0.09979665560000006,1
uniform_K4 / Δ=10pp,Direct Δ target,700,-0.09979665560000006,1
uniform_K4 / Δ=10pp,Direct Δ target,750,-0.09979665560000006,1
uniform_K4 / Δ=10pp,Direct Δ target,800,-0.09979665560000006,1
uniform_K4 / Δ=10pp,Direct Δ target,850,-0.09979665560000006,1
uniform_K4 / Δ=10pp,Direct Δ target,900,-0.09979665560000006,1
uniform_K4 / Δ=10pp,Direct Δ target,950,-0.09979665560000006,1
uniform_K4 / Δ=10pp,Direct Δ target,1000,-0.09979665560000006,1
uniform_K4 / Δ=10pp,Direct Δ target,1050,-0.09979665560000006,1
uniform_K4 / Δ=10pp,Direct Δ target,1100,-0.09979665560000006,1
uniform_K4 / Δ=10pp,Direct Δ target,1150,-0.09979665560000006,1
uniform_K4 / Δ=10pp,Direct Δ target,1200,-0.09979665560000006,1
uniform_K4 / Δ=10pp,Direct Δ target,1250,-0.09979665560000006,1
uniform_K4 / Δ=10pp,Direct Δ target,1300,-0.09979665560000006,1
uniform_K4 / Δ=10pp,Direct Δ target,1350,-0.09979665560000006,1
uniform_K4 / Δ=10pp,Direct Δ target,1400,-0.09979665560000006,1
uniform_K4 / Δ=10pp,Direct Δ target,1450,-0.09979665560000006,1
uniform_K4 / Δ=10pp,Direct Δ target,1500,-0.09979665560000006,1
uniform_K4 / Δ=10pp,Direct Δ target,1550,-0.09979665560000006,1
uniform_K4 / Δ=10pp,Direct Δ target,1600,-0.09979665560000006,1
uniform_K4 / Δ=10pp,Direct Δ target,1650,-0.09979665560000006,1
uniform_K4 / Δ=10pp,Direct Δ target,1700,-0.09979665560000006,1
uniform_K4 / Δ=10pp,Direct Δ target,1750,-0.09979665560000006,1
uniform_K4 / Δ=10pp,Direct Δ target,1800,-0.09979665560000006,1
uniform_K4 / Δ=10pp,Direct Δ target,1850,-0.09979665560000006,1
uniform_K4 / Δ=10pp,Direct Δ target,1900,-0.09979665560000006,1
uniform_K4 / Δ=10pp,Direct Δ target,1950,-0.09979665560000006,1
uniform_K4 / Δ=10pp,Direct Δ target,2000,-0.09979665560000006,1
uniform_K4 / Δ=10pp,Direct Δ target,2050,-0.09979665560000006,1
uniform_K4 / Δ=10pp,Direct Δ target,2100,-0.09979665560000006,1
uniform_K4 / Δ=10pp,Direct Δ target,2150,-0.09979665560000006,1
uniform_K4 / Δ=10pp,Direct Δ target,2200,-0.09979665560000006,1
uniform_K4 / Δ=10pp,Direct Δ target,2250,-0.09979665560000006,1
uniform_K4 / Δ=10pp,Direct Δ target,2300,-0.09979665560000006,1
uniform_K4 / Δ=10pp,Direct Δ target,2350,-0.09979665560000006,1
uniform_K4 / Δ=10pp,Direct Δ target,2400,-0.09979665560000006,1
uniform_K4 / Δ=10pp,Direct Δ target,2450,-0.09979665560000006,1
uniform_K4 / Δ=10pp,Direct Δ target,2500,-0.09979665560000006,1
uniform_K4 / Δ=10pp,Direct Δ target,2550,-0.09979665560000006,1
uniform_K4 / Δ=10pp,Direct Δ target,2600,-0.09979665560000006,1
uniform_K4 / Δ=10pp,Direct Δ target,2650,-0.09979665560000006,1
uniform_K4 / Δ=10pp,Direct Δ target,2700,-0.09979665560000006,1
uniform_K4 / Δ=10pp,Direct Δ target,2750,-0.09979665560000006,1
uniform_K4 / Δ=10pp,Direct Δ target,2800,-0.09979665560000006,1
uniform_K4 / Δ=10pp,Direct Δ target,2850,-0.09979665560000006,1
uniform_K4 / Δ=10pp,Direct Δ target,2900,-0.09979665560000006,1
uniform_K4 / Δ=10pp,Direct Δ target,2950,-0.09979665560000006,1
uniform_K4 / Δ=10pp,Direct Δ target,3000,-0.09979665560000006,1
uniform_K4 / Δ=10pp,Direct Δ target,3050,-0.09979665560000006,1
uniform_K4 / Δ=10pp,Direct Δ target,3100,-0.09979665560000006,1
uniform_K4 / Δ=10pp,Direct Δ target,3150,-0.09979665560000006,1
uniform_K4 / Δ=10pp,Direct Δ target,3200,-0.09979665560000006,1
uniform_K4 / Δ=10pp,Direct Δ target,3250,-0.09979665560000006,1
uniform_K4 / Δ=10pp,Direct Δ target,3300,-0.09979665560000006,1
uniform_K4 / Δ=10pp,Direct Δ target,3350,-0.09979665560000006,1
uniform_K4 / Δ=10pp,Direct Δ target,3400,-0.09979665560000006,1
uniform_K4 / Δ=10pp,Direct Δ target,3450,-0.09979665560000006,1
uniform_K4 / Δ=10pp,Direct Δ target,3500,-0.09979665560000006,1
uniform_K4 / Δ=10pp,Direct Δ target,3550,-0.09979665560000006,1
uniform_K4 / Δ=10pp,Direct Δ target,3600,-0.09979665560000006,1
uniform_K4 / Δ=10pp,Direct Δ target,3650,-0.09979665560000006,1
uniform_K4 / Δ=10pp,Direct Δ target,3700,-0.09979665560000006,1
uniform_K4 / Δ=10pp,Direct Δ target,3750,-0.09979665560000006,1
uniform_K4 / Δ=10pp,Direct Δ target,3800,-0.09979665560000006,1
uniform_K4 / Δ=10pp,Direct Δ target,3850,-0.09979665560000006,1
uniform_K4 / Δ=10pp,Direct Δ target,3900,-0.09979665560000006,1
uniform_K4 / Δ=10pp,Direct Δ target,3950,-0.09979665560000006,1
uniform_K4 / Δ=10pp,Direct Δ target,4000,-0.09979665560000006,1
uniform_K4 / Δ=10pp,Direct Δ target,4050,-0.09979665560000006,1
uniform_K4 / Δ=10pp,Direct Δ target,4100,-0.09979665560000006,1
uniform_K4 / Δ=10pp,Direct Δ target,4150,-0.09979665560000006,1
uniform_K4 / Δ=10pp,Direct Δ target,4200,-0.09979665560000006,1
uniform_K4 / Δ=10pp,Direct Δ target,4250,-0.09979665560000006,1
uniform_K4 / Δ=10pp,Direct Δ target,4300,-0.09979665560000006,1
uniform_K4 / Δ=10pp,Direct Δ target,4350,-0.09979665560000006,1
uniform_K4 / Δ=10pp,Direct Δ target,4400,-0.09979665560000006,1
uniform_K4 / Δ=10pp,Direct Δ target,4450,-0.09979665560000006,1
uniform_K4 / Δ=10pp,Direct Δ target,4500,-0.09979665560000006,1
uniform_K4 / Δ=10pp,Direct Δ target,4550,-0.09979665560000006,1
uniform_K4 / Δ=10pp,Direct Δ target,4600,-0.09979665560000006,1
uniform_K4 / Δ=10pp,Direct Δ target,4650,-0.09979665560000006,1
uniform_K4 / Δ=10pp,Direct Δ target,4700,-0.09979665560000006,1
uniform_K4 / Δ=10pp,Direct Δ target,4750,-0.09979665560000006,1
uniform_K4 / Δ=10pp,Direct Δ target,4800,-0.09979665560000006,1
uniform_K4 / Δ=10pp,Direct Δ target,4850,-0.09979665560000006,1
uniform_K4 / Δ=10pp,Direct Δ target,4900,-0.09979665560000006,1
uniform_K4 / Δ=10pp,Direct Δ target,4950,-0.09979665560000006,1
uniform_K4 / Δ=10pp,Direct Δ target,5000,-0.09979665560000006,1
uniform_K4 / Δ=10pp,Direct Δ target,5050,-0.09979665560000006,1
uniform_K4 / Δ=10pp,Direct Δ target,5100,-0.09979665560000006,1
uniform_K4 / Δ=10pp,Direct Δ target,5150,-0.09979665560000006,1
uniform_K4 / Δ=10pp,Direct Δ target,5200,-0.09979665560000006,1
uniform_K4 / Δ=10pp,Direct Δ target,5250,-0.09979665560000006,1
uniform_K4 / Δ=10pp,Direct Δ target,5300,-0.09979665560000006,1
uniform_K4 / Δ=10pp,Direct Δ target,5350,-0.09979665560000006,1
uniform_K4 / Δ=10pp,Direct Δ target,5400,-0.09979665560000006,1
uniform_K4 / Δ=10pp,Direct Δ target,5450,-0.09979665560000006,1
uniform_K4 / Δ=10pp,Direct Δ target,5500,-0.09979665560000006,1
uniform_K4 / Δ=10pp,Direct Δ target,5550,-0.09979665560000006,1
uniform_K4 / Δ=10pp,Direct Δ target,5600,-0.09979665560000006,1
uniform_K4 / Δ=10pp,Direct Δ target,5650,-0.09979665560000006,1
uniform_K4 / Δ=10pp,Direct Δ target,5700,-0.09979665560000006,1
uniform_K4 / Δ=10pp,Direct Δ target,5750,-0.09979665560000006,1
uniform_K4 / Δ=10pp,Direct Δ target,5800,-0.09979665560000006,1
uniform_K4 / Δ=10pp,Direct Δ target,5850,-0.09979665560000006,1
uniform_K4 / Δ=10pp,Direct Δ target,5900,-0.09979665560000006,1
uniform_K4 / Δ=10pp,Direct Δ target,5950,-0.09979665560000006,1
uniform_K4 / Δ=10pp,Direct Δ target,6000,-0.09979665560000006,1
phase1_empirical / Δ=10pp,Direct Δ target,50,-0.0998856776,0.651392180451649
