did_obs,boot_mean,boot_sd,boot_bias,ci_lower_pct,ci_upper_pct,ci_lower_basic,ci_upper_basic,B_boot
0.00954996292176491,0.00923597593004573,0.030290674470426653,-3.139869917191795e-4,-0.05111201875540719,0.06821018338277095,-0.04911025753924113,0.07021194459893701,10000
