permutation_id,tau_null
1,-0.09437621202327084
2,-0.07352941176470584
3,-0.07223658694246926
4,0.11010558069381593
5,-0.03619909502262442
6,0.11333764274940739
7,-0.05995475113122173
8,-0.11182934712346482
9,-0.11344537815126055
10,-0.11247575953458311
11,-0.09017453135100195
12,0.09636931695755224
13,-0.13703943115707817
14,0.47236586942469294
15,-0.0898513251454428
16,-0.07029734970911439
17,-0.1446347769877182
18,-0.08435681965093733
19,0.0876427494074552
20,-0.10455720749838393
21,-0.12960568842921782
22,-0.0922753716871364
23,-0.0446024563671622
24,-0.07466063348416285
25,0.15212238741650508
26,-0.07466063348416285
27,-0.0833872010342599
28,0.24849170437405732
29,-0.07579185520361986
30,-0.05946994182288301
31,-0.055106658047834545
32,0.08570351217410033
33,-0.041855203619909465
34,-0.07724628312863602
35,-0.12895927601809953
36,-0.0809631544925663
37,0.11236802413272995
38,-0.09453781512605042
39,0.10525748761042875
40,-0.13429217840982544
41,0.6608489549666021
42,-0.12314156431803491
43,-0.07029734970911439
44,0.140002154708037
45,-0.0904977375565611
46,-0.06383322559793148
47,-0.09195216548157725
48,-0.08532643826761477
49,-0.0922753716871364
50,-0.07352941176470584
51,0.48545572074983845
52,-0.07886231415643186
53,-0.08968972204266323
54,0.32040508511096755
55,-0.133322559793148
56,-0.0869424692954105
57,-0.07110536522301225
58,-0.005817711700064621
59,-0.08742727860374921
60,0.7997198879551821
61,-0.17129928894634772
62,-0.09437621202327084
63,-0.08775048480930836
64,0.4436005171299289
65,-0.0904977375565611
66,-0.10277957336780863
67,-0.13251454427925013
68,-0.06706528765352293
69,-0.07724628312863602
70,-0.14544279250161607
71,-0.10778926955397539
72,0.11430726136608482
73,-0.13380736910148672
74,-0.11166774402068524
75,-0.07369101486748542
76,-0.11021331609566909
77,-0.12702003878474466
78,-0.10213316095669034
79,-0.1244343891402715
80,-0.07902391725921143
81,-0.1131221719457014
82,-0.06528765352294763
83,-0.08775048480930836
84,-0.047026502908855905
85,-0.06884292178409823
86,-0.08387201034259861
87,-0.06334841628959276
88,-0.13962508080155134
89,-0.12782805429864252
90,0.14759750053867693
91,-0.07579185520361986
92,0.0751993104934281
93,-0.050581771170006506
94,0.12254901960784315
95,-0.07708468002585644
96,-0.0940530058177117
97,-0.03248222365869424
98,-0.08742727860374921
99,-0.05381383322559796
100,0.4385908209437621
101,-0.13251454427925013
102,-0.19974143503555264
103,-0.12572721396250808
104,-0.08726567550096964
105,-0.060924369747899165
106,-0.11199095022624439
107,-0.08920491273432452
108,-0.08952811893988366
109,0.33333333333333337
110,0.4796380090497737
111,-0.11360698125404012
112,-0.08112475759534588
113,-0.05090497737556565
114,0.11414565826330525
115,-0.11683904330963157
116,-0.10875888817065282
117,0.4303490627020039
118,-0.06561085972850678
119,-0.09243697478991597
120,0.14759750053867693
121,-0.0827407886231416
122,-0.037330316742081426
123,-0.09211376858435683
124,0.09232923938806292
125,-0.11748545572074987
126,0.07730015082956254
127,0.28339797457444516
128,-0.08484162895927605
129,-0.1089204912734324
130,-0.08193277310924374
131,-0.09680025856496444
132,-0.11166774402068524
133,-0.09340659340659341
134,0.44004524886877827
135,-0.03296703296703296
136,-0.06237879767291532
137,0.403038138332256
138,0.48545572074983845
139,-0.13736263736263732
140,-0.07336780866192627
141,-0.11813186813186816
142,0.2552790346907995
143,-0.05817711700064643
144,-0.058661926308985146
145,-0.08419521654815776
146,0.4494182288299935
147,-0.11683904330963157
148,0
149,-0.08952811893988366
150,-0.11360698125404012
151,-0.05930833872010344
152,-0.12637362637362637
153,0.08570351217410033
154,-0.09631544925662572
155,-0.14253393665158376
156,0.32040508511096755
157,-0.0898513251454428
158,-0.1071428571428571
159,-0.0714285714285714
160,-0.12588881706528765
161,-0.031512605042016806
162,-0.08322559793148032
163,-0.08904330963154494
164,-0.026341305753070476
165,-0.055753070458952836
166,-0.09453781512605042
167,-0.08047834518422758
168,-0.07045895281189396
169,-0.10924369747899154
170,-0.11166774402068524
171,-0.08678086619263092
172,-0.10439560439560436
173,-0.08839689722042665
174,-0.11732385261797029
175,-0.11182934712346482
176,-0.09841628959276016
177,-0.12605042016806722
178,-0.08225597931480289
179,0.11786252962723542
180,-0.11651583710407243
181,0.5
182,-0.04718810601163548
183,-0.04799612152553334
184,-0.09841628959276016
185,-0.15513897866839044
186,-0.08387201034259861
187,-0.09162895927601811
188,-0.09211376858435683
189,-0.07579185520361986
190,-0.11619263089851328
191,-0.11182934712346482
192,-0.04848093083387206
193,-0.09712346477052358
194,-0.09825468648998059
195,-0.1262120232708468
196,-0.05882352941176472
197,-0.09195216548157725
198,-0.12653522947640594
199,-0.07126696832579182
200,-0.07837750484809314
201,0.28291316526610644
202,-0.0851648351648352
203,-0.07692307692307687
204,-0.08031674208144801
205,0.1067119155354449
206,0.44263089851325144
207,-0.10989010989010994
208,-0.05413703943115711
209,-0.10924369747899154
