n_per_arm,n_total,sims,ri_b,alpha,power,rejection_count,mean_p_value,mean_tau_observed,sd_tau_observed
12,24,10,29,0.05,0.1,1,0.6266666666666667,0.03699494949494948,0.10599219173940831
