synthetic_group_id,sampled_from_unique_group,group_members,phase,condorcet_exists,condorcet_winner,group_outcome_rule,group_outcome,outcome_matches_condorcet
2243,2243,"9d9c3d6a7d9c,f80d4f54b108,61fecb490ab2,60d929ceffa5,8948e22761d2",after,TRUE,community_clinic,plurality,NA,FALSE
2244,2244,"9d9c3d6a7d9c,f80d4f54b108,61fecb490ab2,60d929ceffa5,f302a80daf1f",before,TRUE,food_pantry,plurality,NA,FALSE
2244,2244,"9d9c3d6a7d9c,f80d4f54b108,61fecb490ab2,60d929ceffa5,f302a80daf1f",after,TRUE,food_pantry,plurality,NA,FALSE
2245,2245,"9d9c3d6a7d9c,f80d4f54b108,61fecb490ab2,84b4783bae78,455dbb067ce7",before,TRUE,food_pantry,plurality,food_pantry,TRUE
2245,2245,"9d9c3d6a7d9c,f80d4f54b108,61fecb490ab2,84b4783bae78,455dbb067ce7",after,TRUE,food_pantry,plurality,food_pantry,TRUE
2246,2246,"9d9c3d6a7d9c,f80d4f54b108,61fecb490ab2,84b4783bae78,8948e22761d2",before,TRUE,community_clinic,plurality,NA,FALSE
2246,2246,"9d9c3d6a7d9c,f80d4f54b108,61fecb490ab2,84b4783bae78,8948e22761d2",after,TRUE,community_clinic,plurality,NA,FALSE
2247,2247,"9d9c3d6a7d9c,f80d4f54b108,61fecb490ab2,84b4783bae78,f302a80daf1f",before,TRUE,food_pantry,plurality,NA,FALSE
2247,2247,"9d9c3d6a7d9c,f80d4f54b108,61fecb490ab2,84b4783bae78,f302a80daf1f",after,TRUE,food_pantry,plurality,NA,FALSE
2248,2248,"9d9c3d6a7d9c,f80d4f54b108,61fecb490ab2,455dbb067ce7,8948e22761d2",before,TRUE,community_clinic,plurality,NA,FALSE
2248,2248,"9d9c3d6a7d9c,f80d4f54b108,61fecb490ab2,455dbb067ce7,8948e22761d2",after,TRUE,community_clinic,plurality,NA,FALSE
2249,2249,"9d9c3d6a7d9c,f80d4f54b108,61fecb490ab2,455dbb067ce7,f302a80daf1f",before,TRUE,food_pantry,plurality,NA,FALSE
2249,2249,"9d9c3d6a7d9c,f80d4f54b108,61fecb490ab2,455dbb067ce7,f302a80daf1f",after,TRUE,food_pantry,plurality,NA,FALSE
2250,2250,"9d9c3d6a7d9c,f80d4f54b108,61fecb490ab2,8948e22761d2,f302a80daf1f",before,TRUE,community_clinic,plurality,NA,FALSE
2250,2250,"9d9c3d6a7d9c,f80d4f54b108,61fecb490ab2,8948e22761d2,f302a80daf1f",after,TRUE,community_clinic,plurality,NA,FALSE
2251,2251,"9d9c3d6a7d9c,f80d4f54b108,ad571f253120,15f012a0dc2c,b7252e46e281",before,TRUE,food_pantry,plurality,food_pantry,TRUE
2251,2251,"9d9c3d6a7d9c,f80d4f54b108,ad571f253120,15f012a0dc2c,b7252e46e281",after,TRUE,food_pantry,plurality,NA,FALSE
2252,2252,"9d9c3d6a7d9c,f80d4f54b108,ad571f253120,15f012a0dc2c,679457c68ee8",before,TRUE,food_pantry,plurality,NA,FALSE
2252,2252,"9d9c3d6a7d9c,f80d4f54b108,ad571f253120,15f012a0dc2c,679457c68ee8",after,TRUE,food_pantry,plurality,NA,FALSE
2253,2253,"9d9c3d6a7d9c,f80d4f54b108,ad571f253120,15f012a0dc2c,116a3ebe9814",before,TRUE,food_pantry,plurality,NA,FALSE
2253,2253,"9d9c3d6a7d9c,f80d4f54b108,ad571f253120,15f012a0dc2c,116a3ebe9814",after,TRUE,community_clinic,plurality,community_clinic,TRUE
2254,2254,"9d9c3d6a7d9c,f80d4f54b108,ad571f253120,15f012a0dc2c,ec338cde8cdc",before,TRUE,food_pantry,plurality,food_pantry,TRUE
2254,2254,"9d9c3d6a7d9c,f80d4f54b108,ad571f253120,15f012a0dc2c,ec338cde8cdc",after,TRUE,community_clinic,plurality,community_clinic,TRUE
2255,2255,"9d9c3d6a7d9c,f80d4f54b108,ad571f253120,15f012a0dc2c,8d4b92f5ba5d",before,TRUE,food_pantry,plurality,food_pantry,TRUE
2255,2255,"9d9c3d6a7d9c,f80d4f54b108,ad571f253120,15f012a0dc2c,8d4b92f5ba5d",after,TRUE,community_clinic,plurality,community_clinic,TRUE
2256,2256,"9d9c3d6a7d9c,f80d4f54b108,ad571f253120,15f012a0dc2c,60d929ceffa5",before,TRUE,food_pantry,plurality,food_pantry,TRUE
2256,2256,"9d9c3d6a7d9c,f80d4f54b108,ad571f253120,15f012a0dc2c,60d929ceffa5",after,TRUE,food_pantry,plurality,NA,FALSE
2257,2257,"9d9c3d6a7d9c,f80d4f54b108,ad571f253120,15f012a0dc2c,84b4783bae78",before,TRUE,food_pantry,plurality,food_pantry,TRUE
2257,2257,"9d9c3d6a7d9c,f80d4f54b108,ad571f253120,15f012a0dc2c,84b4783bae78",after,TRUE,food_pantry,plurality,NA,FALSE
2258,2258,"9d9c3d6a7d9c,f80d4f54b108,ad571f253120,15f012a0dc2c,455dbb067ce7",before,TRUE,food_pantry,plurality,food_pantry,TRUE
2258,2258,"9d9c3d6a7d9c,f80d4f54b108,ad571f253120,15f012a0dc2c,455dbb067ce7",after,TRUE,food_pantry,plurality,NA,FALSE
2259,2259,"9d9c3d6a7d9c,f80d4f54b108,ad571f253120,15f012a0dc2c,8948e22761d2",before,TRUE,food_pantry,plurality,NA,FALSE
2259,2259,"9d9c3d6a7d9c,f80d4f54b108,ad571f253120,15f012a0dc2c,8948e22761d2",after,TRUE,community_clinic,plurality,community_clinic,TRUE
2260,2260,"9d9c3d6a7d9c,f80d4f54b108,ad571f253120,15f012a0dc2c,f302a80daf1f",before,TRUE,food_pantry,plurality,food_pantry,TRUE
2260,2260,"9d9c3d6a7d9c,f80d4f54b108,ad571f253120,15f012a0dc2c,f302a80daf1f",after,TRUE,food_pantry,plurality,community_clinic,FALSE
2261,2261,"9d9c3d6a7d9c,f80d4f54b108,ad571f253120,b7252e46e281,679457c68ee8",before,TRUE,food_pantry,plurality,food_pantry,TRUE
2261,2261,"9d9c3d6a7d9c,f80d4f54b108,ad571f253120,b7252e46e281,679457c68ee8",after,TRUE,food_pantry,plurality,NA,FALSE
2262,2262,"9d9c3d6a7d9c,f80d4f54b108,ad571f253120,b7252e46e281,116a3ebe9814",before,TRUE,food_pantry,plurality,food_pantry,TRUE
2262,2262,"9d9c3d6a7d9c,f80d4f54b108,ad571f253120,b7252e46e281,116a3ebe9814",after,TRUE,community_clinic,plurality,community_clinic,TRUE
2263,2263,"9d9c3d6a7d9c,f80d4f54b108,ad571f253120,b7252e46e281,ec338cde8cdc",before,TRUE,food_pantry,plurality,food_pantry,TRUE
2263,2263,"9d9c3d6a7d9c,f80d4f54b108,ad571f253120,b7252e46e281,ec338cde8cdc",after,TRUE,community_clinic,plurality,community_clinic,TRUE
2264,2264,"9d9c3d6a7d9c,f80d4f54b108,ad571f253120,b7252e46e281,8d4b92f5ba5d",before,TRUE,food_pantry,plurality,food_pantry,TRUE
2264,2264,"9d9c3d6a7d9c,f80d4f54b108,ad571f253120,b7252e46e281,8d4b92f5ba5d",after,TRUE,community_clinic,plurality,community_clinic,TRUE
2265,2265,"9d9c3d6a7d9c,f80d4f54b108,ad571f253120,b7252e46e281,60d929ceffa5",before,TRUE,food_pantry,plurality,food_pantry,TRUE
2265,2265,"9d9c3d6a7d9c,f80d4f54b108,ad571f253120,b7252e46e281,60d929ceffa5",after,TRUE,food_pantry,plurality,NA,FALSE
2266,2266,"9d9c3d6a7d9c,f80d4f54b108,ad571f253120,b7252e46e281,84b4783bae78",before,TRUE,food_pantry,plurality,food_pantry,TRUE
2266,2266,"9d9c3d6a7d9c,f80d4f54b108,ad571f253120,b7252e46e281,84b4783bae78",after,TRUE,food_pantry,plurality,NA,FALSE
2267,2267,"9d9c3d6a7d9c,f80d4f54b108,ad571f253120,b7252e46e281,455dbb067ce7",before,TRUE,food_pantry,plurality,food_pantry,TRUE
2267,2267,"9d9c3d6a7d9c,f80d4f54b108,ad571f253120,b7252e46e281,455dbb067ce7",after,TRUE,food_pantry,plurality,NA,FALSE
2268,2268,"9d9c3d6a7d9c,f80d4f54b108,ad571f253120,b7252e46e281,8948e22761d2",before,TRUE,food_pantry,plurality,food_pantry,TRUE
2268,2268,"9d9c3d6a7d9c,f80d4f54b108,ad571f253120,b7252e46e281,8948e22761d2",after,TRUE,community_clinic,plurality,community_clinic,TRUE
2269,2269,"9d9c3d6a7d9c,f80d4f54b108,ad571f253120,b7252e46e281,f302a80daf1f",before,TRUE,food_pantry,plurality,food_pantry,TRUE
2269,2269,"9d9c3d6a7d9c,f80d4f54b108,ad571f253120,b7252e46e281,f302a80daf1f",after,TRUE,food_pantry,plurality,community_clinic,FALSE
2270,2270,"9d9c3d6a7d9c,f80d4f54b108,ad571f253120,679457c68ee8,116a3ebe9814",before,TRUE,food_pantry,plurality,NA,FALSE
2270,2270,"9d9c3d6a7d9c,f80d4f54b108,ad571f253120,679457c68ee8,116a3ebe9814",after,TRUE,community_clinic,plurality,community_clinic,TRUE
2271,2271,"9d9c3d6a7d9c,f80d4f54b108,ad571f253120,679457c68ee8,ec338cde8cdc",before,TRUE,food_pantry,plurality,food_pantry,TRUE
2271,2271,"9d9c3d6a7d9c,f80d4f54b108,ad571f253120,679457c68ee8,ec338cde8cdc",after,TRUE,community_clinic,plurality,community_clinic,TRUE
2272,2272,"9d9c3d6a7d9c,f80d4f54b108,ad571f253120,679457c68ee8,8d4b92f5ba5d",before,TRUE,food_pantry,plurality,food_pantry,TRUE
2272,2272,"9d9c3d6a7d9c,f80d4f54b108,ad571f253120,679457c68ee8,8d4b92f5ba5d",after,TRUE,community_clinic,plurality,community_clinic,TRUE
2273,2273,"9d9c3d6a7d9c,f80d4f54b108,ad571f253120,679457c68ee8,60d929ceffa5",before,TRUE,food_pantry,plurality,food_pantry,TRUE
2273,2273,"9d9c3d6a7d9c,f80d4f54b108,ad571f253120,679457c68ee8,60d929ceffa5",after,TRUE,food_pantry,plurality,NA,FALSE
2274,2274,"9d9c3d6a7d9c,f80d4f54b108,ad571f253120,679457c68ee8,84b4783bae78",before,TRUE,food_pantry,plurality,food_pantry,TRUE
2274,2274,"9d9c3d6a7d9c,f80d4f54b108,ad571f253120,679457c68ee8,84b4783bae78",after,TRUE,food_pantry,plurality,NA,FALSE
2275,2275,"9d9c3d6a7d9c,f80d4f54b108,ad571f253120,679457c68ee8,455dbb067ce7",before,TRUE,food_pantry,plurality,food_pantry,TRUE
2275,2275,"9d9c3d6a7d9c,f80d4f54b108,ad571f253120,679457c68ee8,455dbb067ce7",after,TRUE,food_pantry,plurality,NA,FALSE
2276,2276,"9d9c3d6a7d9c,f80d4f54b108,ad571f253120,679457c68ee8,8948e22761d2",before,TRUE,food_pantry,plurality,NA,FALSE
2276,2276,"9d9c3d6a7d9c,f80d4f54b108,ad571f253120,679457c68ee8,8948e22761d2",after,TRUE,community_clinic,plurality,community_clinic,TRUE
2277,2277,"9d9c3d6a7d9c,f80d4f54b108,ad571f253120,679457c68ee8,f302a80daf1f",before,TRUE,food_pantry,plurality,food_pantry,TRUE
2277,2277,"9d9c3d6a7d9c,f80d4f54b108,ad571f253120,679457c68ee8,f302a80daf1f",after,TRUE,food_pantry,plurality,community_clinic,FALSE
2278,2278,"9d9c3d6a7d9c,f80d4f54b108,ad571f253120,116a3ebe9814,ec338cde8cdc",before,TRUE,food_pantry,plurality,NA,FALSE
2278,2278,"9d9c3d6a7d9c,f80d4f54b108,ad571f253120,116a3ebe9814,ec338cde8cdc",after,TRUE,community_clinic,plurality,community_clinic,TRUE
2279,2279,"9d9c3d6a7d9c,f80d4f54b108,ad571f253120,116a3ebe9814,8d4b92f5ba5d",before,TRUE,food_pantry,plurality,NA,FALSE
2279,2279,"9d9c3d6a7d9c,f80d4f54b108,ad571f253120,116a3ebe9814,8d4b92f5ba5d",after,TRUE,community_clinic,plurality,community_clinic,TRUE
2280,2280,"9d9c3d6a7d9c,f80d4f54b108,ad571f253120,116a3ebe9814,60d929ceffa5",before,TRUE,food_pantry,plurality,food_pantry,TRUE
2280,2280,"9d9c3d6a7d9c,f80d4f54b108,ad571f253120,116a3ebe9814,60d929ceffa5",after,TRUE,community_clinic,plurality,community_clinic,TRUE
2281,2281,"9d9c3d6a7d9c,f80d4f54b108,ad571f253120,116a3ebe9814,84b4783bae78",before,TRUE,food_pantry,plurality,food_pantry,TRUE
2281,2281,"9d9c3d6a7d9c,f80d4f54b108,ad571f253120,116a3ebe9814,84b4783bae78",after,TRUE,community_clinic,plurality,community_clinic,TRUE
2282,2282,"9d9c3d6a7d9c,f80d4f54b108,ad571f253120,116a3ebe9814,455dbb067ce7",before,TRUE,food_pantry,plurality,food_pantry,TRUE
2282,2282,"9d9c3d6a7d9c,f80d4f54b108,ad571f253120,116a3ebe9814,455dbb067ce7",after,TRUE,community_clinic,plurality,community_clinic,TRUE
2283,2283,"9d9c3d6a7d9c,f80d4f54b108,ad571f253120,116a3ebe9814,8948e22761d2",before,TRUE,community_clinic,plurality,community_clinic,TRUE
2283,2283,"9d9c3d6a7d9c,f80d4f54b108,ad571f253120,116a3ebe9814,8948e22761d2",after,TRUE,community_clinic,plurality,community_clinic,TRUE
2284,2284,"9d9c3d6a7d9c,f80d4f54b108,ad571f253120,116a3ebe9814,f302a80daf1f",before,TRUE,food_pantry,plurality,NA,FALSE
2284,2284,"9d9c3d6a7d9c,f80d4f54b108,ad571f253120,116a3ebe9814,f302a80daf1f",after,TRUE,community_clinic,plurality,community_clinic,TRUE
2285,2285,"9d9c3d6a7d9c,f80d4f54b108,ad571f253120,ec338cde8cdc,8d4b92f5ba5d",before,TRUE,food_pantry,plurality,NA,FALSE
2285,2285,"9d9c3d6a7d9c,f80d4f54b108,ad571f253120,ec338cde8cdc,8d4b92f5ba5d",after,TRUE,community_clinic,plurality,community_clinic,TRUE
2286,2286,"9d9c3d6a7d9c,f80d4f54b108,ad571f253120,ec338cde8cdc,60d929ceffa5",before,TRUE,food_pantry,plurality,food_pantry,TRUE
2286,2286,"9d9c3d6a7d9c,f80d4f54b108,ad571f253120,ec338cde8cdc,60d929ceffa5",after,TRUE,community_clinic,plurality,NA,FALSE
2287,2287,"9d9c3d6a7d9c,f80d4f54b108,ad571f253120,ec338cde8cdc,84b4783bae78",before,TRUE,food_pantry,plurality,food_pantry,TRUE
2287,2287,"9d9c3d6a7d9c,f80d4f54b108,ad571f253120,ec338cde8cdc,84b4783bae78",after,TRUE,community_clinic,plurality,NA,FALSE
2288,2288,"9d9c3d6a7d9c,f80d4f54b108,ad571f253120,ec338cde8cdc,455dbb067ce7",before,TRUE,food_pantry,plurality,food_pantry,TRUE
2288,2288,"9d9c3d6a7d9c,f80d4f54b108,ad571f253120,ec338cde8cdc,455dbb067ce7",after,TRUE,community_clinic,plurality,NA,FALSE
2289,2289,"9d9c3d6a7d9c,f80d4f54b108,ad571f253120,ec338cde8cdc,8948e22761d2",before,TRUE,food_pantry,plurality,NA,FALSE
2289,2289,"9d9c3d6a7d9c,f80d4f54b108,ad571f253120,ec338cde8cdc,8948e22761d2",after,TRUE,community_clinic,plurality,community_clinic,TRUE
2290,2290,"9d9c3d6a7d9c,f80d4f54b108,ad571f253120,ec338cde8cdc,f302a80daf1f",before,TRUE,food_pantry,plurality,NA,FALSE
2290,2290,"9d9c3d6a7d9c,f80d4f54b108,ad571f253120,ec338cde8cdc,f302a80daf1f",after,TRUE,community_clinic,plurality,NA,FALSE
2291,2291,"9d9c3d6a7d9c,f80d4f54b108,ad571f253120,8d4b92f5ba5d,60d929ceffa5",before,TRUE,food_pantry,plurality,food_pantry,TRUE
2291,2291,"9d9c3d6a7d9c,f80d4f54b108,ad571f253120,8d4b92f5ba5d,60d929ceffa5",after,TRUE,community_clinic,plurality,community_clinic,TRUE
2292,2292,"9d9c3d6a7d9c,f80d4f54b108,ad571f253120,8d4b92f5ba5d,84b4783bae78",before,TRUE,food_pantry,plurality,food_pantry,TRUE
2292,2292,"9d9c3d6a7d9c,f80d4f54b108,ad571f253120,8d4b92f5ba5d,84b4783bae78",after,TRUE,community_clinic,plurality,community_clinic,TRUE
2293,2293,"9d9c3d6a7d9c,f80d4f54b108,ad571f253120,8d4b92f5ba5d,455dbb067ce7",before,TRUE,food_pantry,plurality,food_pantry,TRUE
2293,2293,"9d9c3d6a7d9c,f80d4f54b108,ad571f253120,8d4b92f5ba5d,455dbb067ce7",after,TRUE,community_clinic,plurality,community_clinic,TRUE
2294,2294,"9d9c3d6a7d9c,f80d4f54b108,ad571f253120,8d4b92f5ba5d,8948e22761d2",before,TRUE,food_pantry,plurality,NA,FALSE
2294,2294,"9d9c3d6a7d9c,f80d4f54b108,ad571f253120,8d4b92f5ba5d,8948e22761d2",after,TRUE,community_clinic,plurality,community_clinic,TRUE
2295,2295,"9d9c3d6a7d9c,f80d4f54b108,ad571f253120,8d4b92f5ba5d,f302a80daf1f",before,TRUE,food_pantry,plurality,NA,FALSE
2295,2295,"9d9c3d6a7d9c,f80d4f54b108,ad571f253120,8d4b92f5ba5d,f302a80daf1f",after,TRUE,community_clinic,plurality,community_clinic,TRUE
2296,2296,"9d9c3d6a7d9c,f80d4f54b108,ad571f253120,60d929ceffa5,84b4783bae78",before,TRUE,food_pantry,plurality,food_pantry,TRUE
2296,2296,"9d9c3d6a7d9c,f80d4f54b108,ad571f253120,60d929ceffa5,84b4783bae78",after,TRUE,food_pantry,plurality,food_pantry,TRUE
2297,2297,"9d9c3d6a7d9c,f80d4f54b108,ad571f253120,60d929ceffa5,455dbb067ce7",before,TRUE,food_pantry,plurality,food_pantry,TRUE
2297,2297,"9d9c3d6a7d9c,f80d4f54b108,ad571f253120,60d929ceffa5,455dbb067ce7",after,TRUE,food_pantry,plurality,food_pantry,TRUE
2298,2298,"9d9c3d6a7d9c,f80d4f54b108,ad571f253120,60d929ceffa5,8948e22761d2",before,TRUE,food_pantry,plurality,food_pantry,TRUE
2298,2298,"9d9c3d6a7d9c,f80d4f54b108,ad571f253120,60d929ceffa5,8948e22761d2",after,TRUE,community_clinic,plurality,community_clinic,TRUE
2299,2299,"9d9c3d6a7d9c,f80d4f54b108,ad571f253120,60d929ceffa5,f302a80daf1f",before,TRUE,food_pantry,plurality,food_pantry,TRUE
2299,2299,"9d9c3d6a7d9c,f80d4f54b108,ad571f253120,60d929ceffa5,f302a80daf1f",after,TRUE,food_pantry,plurality,NA,FALSE
2300,2300,"9d9c3d6a7d9c,f80d4f54b108,ad571f253120,84b4783bae78,455dbb067ce7",before,TRUE,food_pantry,plurality,food_pantry,TRUE
2300,2300,"9d9c3d6a7d9c,f80d4f54b108,ad571f253120,84b4783bae78,455dbb067ce7",after,TRUE,food_pantry,plurality,food_pantry,TRUE
2301,2301,"9d9c3d6a7d9c,f80d4f54b108,ad571f253120,84b4783bae78,8948e22761d2",before,TRUE,food_pantry,plurality,food_pantry,TRUE
2301,2301,"9d9c3d6a7d9c,f80d4f54b108,ad571f253120,84b4783bae78,8948e22761d2",after,TRUE,community_clinic,plurality,community_clinic,TRUE
2302,2302,"9d9c3d6a7d9c,f80d4f54b108,ad571f253120,84b4783bae78,f302a80daf1f",before,TRUE,food_pantry,plurality,food_pantry,TRUE
2302,2302,"9d9c3d6a7d9c,f80d4f54b108,ad571f253120,84b4783bae78,f302a80daf1f",after,TRUE,food_pantry,plurality,NA,FALSE
2303,2303,"9d9c3d6a7d9c,f80d4f54b108,ad571f253120,455dbb067ce7,8948e22761d2",before,TRUE,food_pantry,plurality,food_pantry,TRUE
2303,2303,"9d9c3d6a7d9c,f80d4f54b108,ad571f253120,455dbb067ce7,8948e22761d2",after,TRUE,community_clinic,plurality,community_clinic,TRUE
2304,2304,"9d9c3d6a7d9c,f80d4f54b108,ad571f253120,455dbb067ce7,f302a80daf1f",before,TRUE,food_pantry,plurality,food_pantry,TRUE
2304,2304,"9d9c3d6a7d9c,f80d4f54b108,ad571f253120,455dbb067ce7,f302a80daf1f",after,TRUE,food_pantry,plurality,NA,FALSE
2305,2305,"9d9c3d6a7d9c,f80d4f54b108,ad571f253120,8948e22761d2,f302a80daf1f",before,TRUE,food_pantry,plurality,NA,FALSE
2305,2305,"9d9c3d6a7d9c,f80d4f54b108,ad571f253120,8948e22761d2,f302a80daf1f",after,TRUE,community_clinic,plurality,community_clinic,TRUE
2306,2306,"9d9c3d6a7d9c,f80d4f54b108,15f012a0dc2c,b7252e46e281,679457c68ee8",before,TRUE,food_pantry,plurality,NA,FALSE
2306,2306,"9d9c3d6a7d9c,f80d4f54b108,15f012a0dc2c,b7252e46e281,679457c68ee8",after,TRUE,urban_tree,plurality,urban_tree,TRUE
2307,2307,"9d9c3d6a7d9c,f80d4f54b108,15f012a0dc2c,b7252e46e281,116a3ebe9814",before,TRUE,food_pantry,plurality,NA,FALSE
2307,2307,"9d9c3d6a7d9c,f80d4f54b108,15f012a0dc2c,b7252e46e281,116a3ebe9814",after,TRUE,food_pantry,plurality,NA,FALSE
2308,2308,"9d9c3d6a7d9c,f80d4f54b108,15f012a0dc2c,b7252e46e281,ec338cde8cdc",before,TRUE,food_pantry,plurality,food_pantry,TRUE
2308,2308,"9d9c3d6a7d9c,f80d4f54b108,15f012a0dc2c,b7252e46e281,ec338cde8cdc",after,TRUE,food_pantry,plurality,urban_tree,FALSE
2309,2309,"9d9c3d6a7d9c,f80d4f54b108,15f012a0dc2c,b7252e46e281,8d4b92f5ba5d",before,TRUE,food_pantry,plurality,food_pantry,TRUE
2309,2309,"9d9c3d6a7d9c,f80d4f54b108,15f012a0dc2c,b7252e46e281,8d4b92f5ba5d",after,TRUE,food_pantry,plurality,NA,FALSE
2310,2310,"9d9c3d6a7d9c,f80d4f54b108,15f012a0dc2c,b7252e46e281,60d929ceffa5",before,TRUE,food_pantry,plurality,food_pantry,TRUE
2310,2310,"9d9c3d6a7d9c,f80d4f54b108,15f012a0dc2c,b7252e46e281,60d929ceffa5",after,TRUE,food_pantry,plurality,NA,FALSE
2311,2311,"9d9c3d6a7d9c,f80d4f54b108,15f012a0dc2c,b7252e46e281,84b4783bae78",before,TRUE,food_pantry,plurality,food_pantry,TRUE
2311,2311,"9d9c3d6a7d9c,f80d4f54b108,15f012a0dc2c,b7252e46e281,84b4783bae78",after,TRUE,food_pantry,plurality,NA,FALSE
2312,2312,"9d9c3d6a7d9c,f80d4f54b108,15f012a0dc2c,b7252e46e281,455dbb067ce7",before,TRUE,food_pantry,plurality,food_pantry,TRUE
2312,2312,"9d9c3d6a7d9c,f80d4f54b108,15f012a0dc2c,b7252e46e281,455dbb067ce7",after,TRUE,food_pantry,plurality,NA,FALSE
2313,2313,"9d9c3d6a7d9c,f80d4f54b108,15f012a0dc2c,b7252e46e281,8948e22761d2",before,TRUE,food_pantry,plurality,NA,FALSE
2313,2313,"9d9c3d6a7d9c,f80d4f54b108,15f012a0dc2c,b7252e46e281,8948e22761d2",after,TRUE,food_pantry,plurality,NA,FALSE
2314,2314,"9d9c3d6a7d9c,f80d4f54b108,15f012a0dc2c,b7252e46e281,f302a80daf1f",before,TRUE,food_pantry,plurality,food_pantry,TRUE
2314,2314,"9d9c3d6a7d9c,f80d4f54b108,15f012a0dc2c,b7252e46e281,f302a80daf1f",after,TRUE,food_pantry,plurality,urban_tree,FALSE
2315,2315,"9d9c3d6a7d9c,f80d4f54b108,15f012a0dc2c,679457c68ee8,116a3ebe9814",before,TRUE,food_pantry,plurality,NA,FALSE
2315,2315,"9d9c3d6a7d9c,f80d4f54b108,15f012a0dc2c,679457c68ee8,116a3ebe9814",after,TRUE,food_pantry,plurality,NA,FALSE
2316,2316,"9d9c3d6a7d9c,f80d4f54b108,15f012a0dc2c,679457c68ee8,ec338cde8cdc",before,TRUE,food_pantry,plurality,urban_tree,FALSE
2316,2316,"9d9c3d6a7d9c,f80d4f54b108,15f012a0dc2c,679457c68ee8,ec338cde8cdc",after,TRUE,food_pantry,plurality,urban_tree,FALSE
2317,2317,"9d9c3d6a7d9c,f80d4f54b108,15f012a0dc2c,679457c68ee8,8d4b92f5ba5d",before,TRUE,food_pantry,plurality,urban_tree,FALSE
2317,2317,"9d9c3d6a7d9c,f80d4f54b108,15f012a0dc2c,679457c68ee8,8d4b92f5ba5d",after,TRUE,food_pantry,plurality,NA,FALSE
2318,2318,"9d9c3d6a7d9c,f80d4f54b108,15f012a0dc2c,679457c68ee8,60d929ceffa5",before,TRUE,food_pantry,plurality,NA,FALSE
2318,2318,"9d9c3d6a7d9c,f80d4f54b108,15f012a0dc2c,679457c68ee8,60d929ceffa5",after,TRUE,food_pantry,plurality,NA,FALSE
2319,2319,"9d9c3d6a7d9c,f80d4f54b108,15f012a0dc2c,679457c68ee8,84b4783bae78",before,TRUE,food_pantry,plurality,NA,FALSE
2319,2319,"9d9c3d6a7d9c,f80d4f54b108,15f012a0dc2c,679457c68ee8,84b4783bae78",after,TRUE,food_pantry,plurality,NA,FALSE
2320,2320,"9d9c3d6a7d9c,f80d4f54b108,15f012a0dc2c,679457c68ee8,455dbb067ce7",before,TRUE,food_pantry,plurality,NA,FALSE
2320,2320,"9d9c3d6a7d9c,f80d4f54b108,15f012a0dc2c,679457c68ee8,455dbb067ce7",after,TRUE,food_pantry,plurality,NA,FALSE
2321,2321,"9d9c3d6a7d9c,f80d4f54b108,15f012a0dc2c,679457c68ee8,8948e22761d2",before,TRUE,food_pantry,plurality,NA,FALSE
2321,2321,"9d9c3d6a7d9c,f80d4f54b108,15f012a0dc2c,679457c68ee8,8948e22761d2",after,TRUE,food_pantry,plurality,NA,FALSE
2322,2322,"9d9c3d6a7d9c,f80d4f54b108,15f012a0dc2c,679457c68ee8,f302a80daf1f",before,TRUE,food_pantry,plurality,urban_tree,FALSE
2322,2322,"9d9c3d6a7d9c,f80d4f54b108,15f012a0dc2c,679457c68ee8,f302a80daf1f",after,TRUE,food_pantry,plurality,urban_tree,FALSE
2323,2323,"9d9c3d6a7d9c,f80d4f54b108,15f012a0dc2c,116a3ebe9814,ec338cde8cdc",before,TRUE,food_pantry,plurality,community_clinic,FALSE
2323,2323,"9d9c3d6a7d9c,f80d4f54b108,15f012a0dc2c,116a3ebe9814,ec338cde8cdc",after,TRUE,community_clinic,plurality,community_clinic,TRUE
2324,2324,"9d9c3d6a7d9c,f80d4f54b108,15f012a0dc2c,116a3ebe9814,8d4b92f5ba5d",before,TRUE,food_pantry,plurality,community_clinic,FALSE
2324,2324,"9d9c3d6a7d9c,f80d4f54b108,15f012a0dc2c,116a3ebe9814,8d4b92f5ba5d",after,TRUE,community_clinic,plurality,community_clinic,TRUE
2325,2325,"9d9c3d6a7d9c,f80d4f54b108,15f012a0dc2c,116a3ebe9814,60d929ceffa5",before,TRUE,food_pantry,plurality,NA,FALSE
2325,2325,"9d9c3d6a7d9c,f80d4f54b108,15f012a0dc2c,116a3ebe9814,60d929ceffa5",after,TRUE,food_pantry,plurality,NA,FALSE
2326,2326,"9d9c3d6a7d9c,f80d4f54b108,15f012a0dc2c,116a3ebe9814,84b4783bae78",before,TRUE,food_pantry,plurality,NA,FALSE
2326,2326,"9d9c3d6a7d9c,f80d4f54b108,15f012a0dc2c,116a3ebe9814,84b4783bae78",after,TRUE,food_pantry,plurality,NA,FALSE
2327,2327,"9d9c3d6a7d9c,f80d4f54b108,15f012a0dc2c,116a3ebe9814,455dbb067ce7",before,TRUE,food_pantry,plurality,NA,FALSE
2327,2327,"9d9c3d6a7d9c,f80d4f54b108,15f012a0dc2c,116a3ebe9814,455dbb067ce7",after,TRUE,food_pantry,plurality,NA,FALSE
2328,2328,"9d9c3d6a7d9c,f80d4f54b108,15f012a0dc2c,116a3ebe9814,8948e22761d2",before,TRUE,community_clinic,plurality,community_clinic,TRUE
