user_id,l1_distance,changed_top_choice
116a3ebe9814,1,FALSE
15f012a0dc2c,1,FALSE
3c5387b0da49,1,FALSE
455dbb067ce7,2,FALSE
60d929ceffa5,1.5,FALSE
61fecb490ab2,1.3333333333333333,FALSE
679457c68ee8,0,FALSE
84b4783bae78,1.3333333333333335,FALSE
8948e22761d2,1,FALSE
8d4b92f5ba5d,1.3333333333333335,TRUE
9d9c3d6a7d9c,1.3333333333333335,FALSE
ad571f253120,1,TRUE
b7252e46e281,2,TRUE
e384b04afce3,1,FALSE
ec338cde8cdc,2,FALSE
f302a80daf1f,2,FALSE
f80d4f54b108,2,FALSE
